DATE,SEASON,AMOUNT,VALUE,CHANGE,VALUE CHANGE,REASON / CAUSE
5/10/2024,C5 S.2,69670,$557.36,0,$0.00,
5/11/2024,C5 S.2,69670,$557.36,0,$0.00,
5/12/2024,C5 S.2,69670,$557.36,0,$0.00,
5/13/2024,C5 S.2,69670,$557.36,0,$0.00,
5/14/2024,C5 S.2,69670,$557.36,0,$0.00,
5/15/2024,C5 S.2,69670,$557.36,0,$0.00,
5/16/2024,C5 S.2,69670,$557.36,0,$0.00,
5/17/2024,C5 S.2,69670,$557.36,0,$0.00,
5/18/2024,C5 S.2,69670,$557.36,0,$0.00,
5/19/2024,C5 S.2,69670,$557.36,0,$0.00,
5/20/2024,C5 S.2,69670,$557.36,0,$0.00,
5/21/2024,C5 S.2,69670,$557.36,0,$0.00,
5/22/2024,C5 S.2,69670,$557.36,0,$0.00,
5/23/2024,C5 S.2,69670,$557.36,0,$0.00,
5/24/2024,C5 S.3,69850,$558.80,180,$1.44,STW 1 Daily Mission (80) | Battle Pass 1x100
5/25/2024,C5 S.3,69850,$558.80,0,$0.00,
5/26/2024,C5 S.3,69850,$558.80,0,$0.00,
5/27/2024,C5 S.3,69850,$558.80,0,$0.00,
5/28/2024,C5 S.3,69850,$558.80,0,$0.00,
5/29/2024,C5 S.3,69850,$558.80,0,$0.00,
5/30/2024,C5 S.3,69850,$558.80,0,$0.00,
5/31/2024,C5 S.3,69850,$558.80,0,$0.00,
6/1/2024,C5 S.3,69850,$558.80,0,$0.00,
6/2/2024,C5 S.3,69850,$558.80,0,$0.00,
6/3/2024,C5 S.3,69850,$558.80,0,$0.00,
6/4/2024,C5 S.3,69850,$558.80,0,$0.00,
6/5/2024,C5 S.3,69850,$558.80,0,$0.00,
6/6/2024,C5 S.3,69850,$558.80,0,$0.00,
6/7/2024,C5 S.3,69850,$558.80,0,$0.00,
6/8/2024,C5 S.3,69850,$558.80,0,$0.00,
6/9/2024,C5 S.3,69850,$558.80,0,$0.00,
6/10/2024,C5 S.3,69850,$558.80,0,$0.00,
6/11/2024,C5 S.3,69850,$558.80,0,$0.00,
6/12/2024,C5 S.3,69850,$558.80,0,$0.00,
6/13/2024,C5 S.3,69850,$558.80,0,$0.00,
6/14/2024,C5 S.3,69850,$558.80,0,$0.00,
6/15/2024,C5 S.3,69850,$558.80,0,$0.00,
6/16/2024,C5 S.3,69850,$558.80,0,$0.00,
6/17/2024,C5 S.3,69850,$558.80,0,$0.00,
6/18/2024,C5 S.3,69850,$558.80,0,$0.00,
6/19/2024,C5 S.3,69850,$558.80,0,$0.00,
6/20/2024,C5 S.3,69850,$558.80,0,$0.00,
6/21/2024,C5 S.3,69850,$558.80,0,$0.00,
6/22/2024,C5 S.3,69850,$558.80,0,$0.00,
6/23/2024,C5 S.3,70050,$560.40,200,$1.60,something (200)
6/24/2024,C5 S.3,70050,$560.40,0,$0.00,
6/25/2024,C5 S.3,70050,$560.40,0,$0.00,
6/26/2024,C5 S.3,70050,$560.40,0,$0.00,
6/27/2024,C5 S.3,70050,$560.40,0,$0.00,
6/28/2024,C5 S.3,70050,$560.40,0,$0.00,
6/29/2024,C5 S.3,70050,$560.40,0,$0.00,
6/30/2024,C5 S.3,70050,$560.40,0,$0.00,
7/1/2024,C5 S.3,70050,$560.40,0,$0.00,
7/2/2024,C5 S.3,70050,$560.40,0,$0.00,
7/3/2024,C5 S.3,70050,$560.40,0,$0.00,
7/4/2024,C5 S.3,70050,$560.40,0,$0.00,
7/5/2024,C5 S.3,70050,$560.40,0,$0.00,
7/6/2024,C5 S.3,70050,$560.40,0,$0.00,
7/7/2024,C5 S.3,70050,$560.40,0,$0.00,
7/8/2024,C5 S.3,70050,$560.40,0,$0.00,
7/9/2024,C5 S.3,70050,$560.40,0,$0.00,
7/10/2024,C5 S.3,70050,$560.40,0,$0.00,
7/11/2024,C5 S.3,70050,$560.40,0,$0.00,
7/12/2024,C5 S.3,70050,$560.40,0,$0.00,
7/13/2024,C5 S.3,70050,$560.40,0,$0.00,
7/14/2024,C5 S.3,70050,$560.40,0,$0.00,
7/15/2024,C5 S.3,70050,$560.40,0,$0.00,
7/16/2024,C5 S.3,70050,$560.40,0,$0.00,
7/17/2024,C5 S.3,70050,$560.40,0,$0.00,
7/18/2024,C5 S.3,70050,$560.40,0,$0.00,
7/19/2024,C5 S.3,70050,$560.40,0,$0.00,
7/20/2024,C5 S.3,70050,$560.40,0,$0.00,
7/21/2024,C5 S.3,70050,$560.40,0,$0.00,
7/22/2024,C5 S.3,70050,$560.40,0,$0.00,
7/23/2024,C5 S.3,70050,$560.40,0,$0.00,
7/24/2024,C5 S.3,70050,$560.40,0,$0.00,
7/25/2024,C5 S.3,70050,$560.40,0,$0.00,
7/26/2024,C5 S.3,70050,$560.40,0,$0.00,
7/27/2024,C5 S.3,70050,$560.40,0,$0.00,
7/28/2024,C5 S.3,70050,$560.40,0,$0.00,
7/29/2024,C5 S.3,70050,$560.40,0,$0.00,
7/30/2024,C5 S.3,70050,$560.40,0,$0.00,
7/31/2024,C5 S.3,70050,$560.40,0,$0.00,
8/1/2024,C5 S.3,70050,$560.40,0,$0.00,
8/2/2024,C5 S.3,70050,$560.40,0,$0.00,
8/3/2024,C5 S.3,70050,$560.40,0,$0.00,
8/4/2024,C5 S.3,70050,$560.40,0,$0.00,
8/5/2024,C5 S.3,70050,$560.40,0,$0.00,
8/6/2024,C5 S.3,70050,$560.40,0,$0.00,
8/7/2024,C5 S.3,70050,$560.40,0,$0.00,
8/8/2024,C5 S.3,70050,$560.40,0,$0.00,
8/9/2024,C5 S.3,70050,$560.40,0,$0.00,
8/10/2024,C5 S.3,70050,$560.40,0,$0.00,
8/11/2024,C5 S.3,70050,$560.40,0,$0.00,
8/12/2024,C5 S.3,70050,$560.40,0,$0.00,
8/13/2024,C5 S.3,70050,$560.40,0,$0.00,
8/14/2024,C5 S.3,70050,$560.40,0,$0.00,
8/15/2024,C5 S.3,70050,$560.40,0,$0.00,
8/16/2024,C5 S.4,70050,$560.40,0,$0.00,
8/17/2024,C5 S.4,70150,$561.20,100,$0.80,Random (100)
8/18/2024,C5 S.4,70150,$561.20,0,$0.00,
8/19/2024,C5 S.4,70150,$561.20,0,$0.00,
8/20/2024,C5 S.4,70150,$561.20,0,$0.00,
8/21/2024,C5 S.4,70150,$561.20,0,$0.00,
8/22/2024,C5 S.4,70150,$561.20,0,$0.00,
8/23/2024,C5 S.4,70150,$561.20,0,$0.00,
8/24/2024,C5 S.4,70150,$561.20,0,$0.00,
8/25/2024,C5 S.4,70150,$561.20,0,$0.00,
8/26/2024,C5 S.4,70150,$561.20,0,$0.00,
8/27/2024,C5 S.4,70150,$561.20,0,$0.00,
8/28/2024,C5 S.4,70150,$561.20,0,$0.00,
8/29/2024,C5 S.4,70150,$561.20,0,$0.00,
8/30/2024,C5 S.4,70150,$561.20,0,$0.00,
8/31/2024,C5 S.4,70150,$561.20,0,$0.00,
9/1/2024,C5 S.4,70150,$561.20,0,$0.00,
9/2/2024,C5 S.4,70150,$561.20,0,$0.00,
9/3/2024,C5 S.4,70150,$561.20,0,$0.00,
9/4/2024,C5 S.4,70150,$561.20,0,$0.00,
9/5/2024,C5 S.4,70150,$561.20,0,$0.00,
9/6/2024,C5 S.4,70150,$561.20,0,$0.00,
9/7/2024,C5 S.4,70150,$561.20,0,$0.00,
9/8/2024,C5 S.4,70150,$561.20,0,$0.00,
9/9/2024,C5 S.4,70150,$561.20,0,$0.00,
9/10/2024,C5 S.4,70150,$561.20,0,$0.00,
9/11/2024,C5 S.4,70150,$561.20,0,$0.00,
9/12/2024,C5 S.4,70150,$561.20,0,$0.00,
9/13/2024,C5 S.4,70150,$561.20,0,$0.00,
9/14/2024,C5 S.4,70150,$561.20,0,$0.00,
9/15/2024,C5 S.4,70150,$561.20,0,$0.00,
9/16/2024,C5 S.4,70150,$561.20,0,$0.00,
9/17/2024,C5 S.4,70150,$561.20,0,$0.00,
9/18/2024,C5 S.4,70150,$561.20,0,$0.00,
9/19/2024,C5 S.4,70150,$561.20,0,$0.00,
9/20/2024,C5 S.4,70150,$561.20,0,$0.00,
9/21/2024,C5 S.4,70350,$562.80,200,$1.60,Something (200)
9/22/2024,C5 S.4,70350,$562.80,0,$0.00,
9/23/2024,C5 S.4,70350,$562.80,0,$0.00,
9/24/2024,C5 S.4,70350,$562.80,0,$0.00,
9/25/2024,C5 S.4,70350,$562.80,0,$0.00,
9/26/2024,C5 S.4,70350,$562.80,0,$0.00,
9/27/2024,C5 S.4,70350,$562.80,0,$0.00,
9/28/2024,C5 S.4,70350,$562.80,0,$0.00,
9/29/2024,C5 S.4,70350,$562.80,0,$0.00,
9/30/2024,C5 S.4,70350,$562.80,0,$0.00,
10/1/2024,C5 S.4,70350,$562.80,0,$0.00,
10/2/2024,C5 S.4,70350,$562.80,0,$0.00,
10/3/2024,C5 S.4,70350,$562.80,0,$0.00,
10/4/2024,C5 S.4,70350,$562.80,0,$0.00,
10/5/2024,C5 S.4,70350,$562.80,0,$0.00,
10/6/2024,C5 S.4,70350,$562.80,0,$0.00,
10/7/2024,C5 S.4,70350,$562.80,0,$0.00,
10/8/2024,C5 S.4,70350,$562.80,0,$0.00,
10/9/2024,C5 S.4,70350,$562.80,0,$0.00,
10/10/2024,C5 S.4,70350,$562.80,0,$0.00,
10/11/2024,C5 S.4,70350,$562.80,0,$0.00,
10/12/2024,C5 S.4,70350,$562.80,0,$0.00,
10/13/2024,C5 S.4,70350,$562.80,0,$0.00,
10/14/2024,C5 S.4,70350,$562.80,0,$0.00,
10/15/2024,C5 S.4,70350,$562.80,0,$0.00,
10/16/2024,C5 S.4,70350,$562.80,0,$0.00,
10/17/2024,C5 S.4,70350,$562.80,0,$0.00,
10/18/2024,C5 S.4,70350,$562.80,0,$0.00,
10/19/2024,C5 S.4,70350,$562.80,0,$0.00,
10/20/2024,C5 S.4,70350,$562.80,0,$0.00,
10/21/2024,C5 S.4,70350,$562.80,0,$0.00,
10/22/2024,C5 S.4,70350,$562.80,0,$0.00,
10/23/2024,C5 S.4,70350,$562.80,0,$0.00,
10/24/2024,C5 S.4,70350,$562.80,0,$0.00,
10/25/2024,C5 S.4,70350,$562.80,0,$0.00,
10/26/2024,C5 S.4,70350,$562.80,0,$0.00,
10/27/2024,C5 S.4,70350,$633.15,0,$0.00,
10/28/2024,C5 S.4,70350,$633.15,0,$0.00,
10/29/2024,C5 S.4,70350,$633.15,0,$0.00,
10/30/2024,C5 S.4,70350,$633.15,0,$0.00,
10/31/2024,C5 S.4,70350,$633.15,0,$0.00,
